,track_id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_sig,date_added
493,5HRL78OfxCYsDQtRYsBF4T,Magic Carpet Ride,Steppenwolf,0.611,0.814,4,-10.446,0,0.0552,0.157,0.00846,0.0648,0.743,111.221,267800,4,2016-10-02T00:46:26Z
494,0Qavn9MVf7n6V0PPKzo9W6,Hung Up On My Baby,Isaac Hayes,0.659,0.748,11,-7.913,0,0.0324,0.23,0.848,0.055,0.89,102.012,377560,4,2016-10-02T00:49:32Z
495,00Roxf5Opk9tpXXhIAQl8i,Cola Bottle Baby,Edwin Birdsong,0.886,0.664,5,-11.758,0,0.0563,0.0766,0.195,0.155,0.922,116.586,304000,4,2016-10-02T00:50:26Z
496,75HY5nn13wHJgIqDMYBFAU,We're Far Enough from Heaven Now We Can Freak Out (Dirty Virgin),Deep Cotton,0.686,0.78,6,-8.453,0,0.0499,0.108,0.000229,0.246,0.719,144.016,231667,4,2016-10-02T00:52:43Z
497,6M14BiCN00nOsba4JaYsHW,Ocean Man,Ween,0.72,0.912,4,-6.13,1,0.0363,0.551,0.00122,0.0982,0.973,122.782,126947,4,2016-10-02T00:53:36Z
498,3SWZ9fHtWMxwkFok5qhhpO,Can You Get To That,Funkadelic,0.689,0.83,8,-8.774,1,0.0954,0.539,0.0,0.0882,0.815,140.732,171560,4,2016-10-02T00:53:51Z
499,0mtRsLLBnXSlrst4eZaMhk,Jamming,Bob Marley & The Wailers,0.937,0.472,11,-11.029,0,0.3,0.138,4.91e-05,0.117,0.745,123.674,211000,4,2016-11-23T16:55:30Z
500,5lYpHO6ZO4Shys3GD8rav6,Whatcha See Is Whatcha Get,The Dramatics,0.641,0.74,6,-8.425,1,0.118,0.249,0.0,0.281,0.914,152.939,214973,4,2016-11-23T16:58:41Z
501,6NrwaVjdLbYsU9Omdbzgtp,Time and Place,Lee Moses,0.542,0.671,10,-7.498,1,0.105,0.293,0.643,0.166,0.897,185.2,178093,4,2016-11-23T16:58:47Z
502,6iEgQF65J19Rl2FH9Bs1tz,Are You My Woman (Tell Me So),The Chi-Lites,0.731,0.648,9,-11.333,0,0.052,0.136,0.0,0.0625,0.804,112.812,183987,4,2016-11-23T17:02:58Z
503,5S8hcKlrDSvoRx2sChOl6o,We're A Winner,The Impressions,0.618,0.806,7,-10.117,1,0.044,0.669,0.0334,0.386,0.792,100.413,141827,4,2016-11-23T17:06:25Z
504,4l56AyNuWuiLZCoGZLjl1u,Smiling Faces Sometimes,The Undisputed Truth,0.484,0.618,11,-8.535,1,0.0274,0.311,0.0,0.0791,0.644,105.292,195867,4,2016-11-23T17:08:47Z
505,0Kehy5ONzB3tgvo3KRdcvW,Mr. Big Stuff,Jean Knight,0.885,0.492,8,-12.551,1,0.171,0.276,3.51e-06,0.239,0.969,93.233,164560,4,2016-11-23T17:10:47Z
506,2kUZWllQOPN4f6j4oHgGNc,Please Forgive My Heart,Bobby Womack,0.53,0.51,2,-9.306,1,0.116,0.0611,0.0156,0.105,0.437,136.005,270893,4,2016-11-23T17:16:59Z
507,1pYPgA8XdHFQS15HPB41MH,Places And Spaces,Donald Byrd,0.62,0.705,8,-10.179,1,0.0404,0.151,0.0802,0.107,0.907,93.018,379400,4,2016-11-23T17:14:06Z
508,1vq6x0VSLtVUHMbNKHh9sF,Think Twice,Donald Byrd,0.551,0.828,5,-9.371,0,0.0353,0.209,0.0363,0.0764,0.802,108.07,372133,4,2016-11-23T17:14:11Z
509,5dPEN5o9yJSG7sa4J6qvc6,Fly Me To The Moon (In Other Words),Bobby Womack,0.559,0.601,3,-9.528,1,0.0464,0.26,0.0121,0.122,0.604,114.08,126133,4,2016-11-23T17:17:02Z
510,46pW0poQYEb2bVaqozGO59,"That Lady, Pts. 1 & 2",The Isley Brothers,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318,334387,4,2016-11-23T17:22:15Z
511,5qWSWfdX6NciFEyn3Y2723,Like a Ship,Pastor T.L. Barrett and the Youth for Christ Choir,0.405,0.84,8,-8.168,1,0.0334,0.0593,0.0,0.106,0.789,169.596,278680,4,2016-11-24T17:49:35Z
512,3CfTQV8FQAH7T7D5N06JJM,Medley: Monologue: Ike's Mood I / You've Lost That Lovin' Feelin',Isaac Hayes,0.336,0.332,0,-17.328,0,0.0512,0.515,0.00501,0.142,0.415,77.224,930293,4,2016-11-23T17:22:53Z
513,74MfBIVOVHzQiJqfJ1dgTo,I Wish,Stevie Wonder,0.826,0.718,10,-10.388,0,0.0555,0.0845,5.44e-06,0.0652,0.884,105.857,252373,4,2016-11-23T17:25:56Z
514,0jHkgTtTaqg5LNCiYDQPUB,Let's Get It On,Marvin Gaye,0.55,0.611,3,-10.657,1,0.0443,0.0392,0.0,0.0631,0.626,168.512,290960,4,2016-11-23T17:29:29Z
515,1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Bill Withers,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093,4,2016-11-23T17:30:00Z
516,1k2ybm1oz7rVPchTKCgMMz,Use Me,Bill Withers,0.767,0.666,11,-10.223,0,0.0545,0.0422,0.00276,0.0743,0.937,154.51,222533,4,2016-11-23T17:30:02Z
517,4Y4Gd3ty8uut6Qw43c7yJc,(Sittin' On) the Dock of the Bay,Otis Redding,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,166827,4,2016-11-23T17:31:26Z
518,5nNmj1cLH3r4aA4XDJ2bgY,September,"Earth, Wind & Fire",0.697,0.809,9,-8.197,1,0.0302,0.114,0.000521,0.183,0.98,125.941,214827,4,2016-11-23T17:40:07Z
519,28285KFbyCq8sJofn58qlD,Love Train,The O'Jays,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,178400,4,2016-11-23T17:40:10Z
520,2a1MrtxYybqFV1Ow8VJ1dW,I Will Survive - Rerecorded,Gloria Gaynor,0.673,0.752,9,-7.978,0,0.0491,0.00309,0.0,0.112,0.576,120.041,265027,4,2016-11-23T17:41:52Z
521,0PGwM5vdr5fMejx0IIAYXj,I Want You Back,The Jackson 5,0.674,0.584,8,-8.204,1,0.0318,0.466,0.00195,0.187,0.96,98.293,180893,4,2016-11-23T17:41:56Z
522,2Cm7WEVdiXiWSjfEBHFtRu,Blame It on the Boogie,The Jacksons,0.774,0.747,8,-7.302,1,0.0928,0.0671,0.0,0.112,0.881,113.298,210373,4,2016-11-24T17:24:21Z
523,0RzhMHIsFMbOGh0oWDvNNK,Waterloo,ABBA,0.441,0.926,2,-4.736,1,0.046,0.423,3.38e-06,0.235,0.779,147.564,168827,4,2016-11-23T17:44:41Z
524,2bTe1fvWK8mfjSP6NqXDzU,Don't Stop The Dance,Bryan Ferry,0.716,0.769,9,-5.931,0,0.0328,0.00707,0.78,0.165,0.975,127.32,259360,4,2016-11-23T17:49:36Z
525,0HZlND4giwzgolBpaNIRGV,Aquarius/Let The Sunshine In (The Flesh Failures) - From the Musical Hair,The 5th Dimension,0.293,0.74,7,-6.098,1,0.0399,0.445,0.00152,0.0998,0.514,118.225,289293,4,2016-11-23T17:49:49Z
526,0EMmVUYs9ZZRHtlADB88uz,Come On Eileen,Dexys Midnight Runners,0.45,0.658,2,-7.064,1,0.0472,0.648,3.14e-06,0.264,0.781,106.799,287307,4,2016-11-23T23:59:56Z
527,4zq4rrfHZeZsTbo5vjJXSV,Don't Pass Me By - Remastered 2009,The Beatles,0.599,0.537,0,-9.617,1,0.0254,0.594,1.92e-05,0.194,0.946,84.895,230453,4,2017-01-02T21:33:40Z
528,0IxxqsYBcCHEQ1HqLYJnwx,Act Naturally - Remastered 2009,The Beatles,0.702,0.447,7,-10.122,1,0.0308,0.366,0.0,0.153,0.944,93.02,150373,4,2017-01-02T21:34:37Z
529,7JxGM1R32ZqfwZou3VtnTg,Boys - Remastered 2009,The Beatles,0.402,0.86,4,-10.31,1,0.0504,0.607,0.0,0.736,0.822,142.445,146440,4,2017-01-02T21:34:49Z
530,2d7GP7Fz1NrfPpo7MzWZgb,Honey Don't - Remastered 2009,The Beatles,0.629,0.545,4,-11.466,1,0.0348,0.473,5.08e-05,0.0854,0.735,162.438,177427,4,2017-01-02T21:34:59Z
531,3T4Kt51PV4k8tx6YCtBgcl,Good Night - Remastered 2009,The Beatles,0.146,0.355,7,-14.583,1,0.0352,0.865,0.835,0.114,0.178,146.408,193760,3,2017-01-02T21:35:10Z
532,0sIZcoe69iSym9AecvZ7CT,I Wanna Be Your Man - Remastered 2009,The Beatles,0.553,0.914,9,-8.232,1,0.0415,0.477,0.0,0.292,0.683,99.138,119507,4,2017-01-02T21:35:24Z
533,4jXXFZtmxoYU15WKTIiYrE,Matchbox - Remastered 2009,The Beatles,0.344,0.796,2,-7.729,1,0.0407,0.428,2.63e-06,0.332,0.963,160.07,118747,4,2017-01-02T21:35:41Z
534,0suLngfo7rJoetk7Ub6N8l,Octopus's Garden - Remastered 2009,The Beatles,0.626,0.512,1,-9.15,0,0.0247,0.155,4.65e-05,0.215,0.73,92.225,170720,4,2017-01-02T21:35:54Z
535,19QXdPRZFHI5kNK3tN8Mh7,What Goes On - Remastered 2009,The Beatles,0.67,0.776,4,-10.035,1,0.0749,0.0168,3.01e-06,0.0732,0.765,96.93,168573,4,2017-01-02T21:36:04Z
536,2RnPATK99oGOZygnD2GTO6,With A Little Help From My Friends - Remastered 2009,The Beatles,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,164107,4,2017-01-02T21:36:16Z
537,7zRmGvtSy36Jr19U5OInJT,Yellow Submarine - Remastered 2015,The Beatles,0.66,0.557,1,-9.597,1,0.03,0.158,0.0,0.543,0.788,110.743,158800,4,2017-01-02T21:36:28Z
538,1ETZhP9orTkDclKEyt0xqm,Fantastic Man,William Onyeabor,0.7,0.756,2,-10.714,1,0.0575,0.00182,0.711,0.0575,0.944,114.28,386160,4,2016-12-03T00:00:00Z
539,2v4n2xzNqkBKut9BcY9kGB,Take My Hand,Matt Berry,0.567,0.592,0,-6.348,1,0.0311,0.432,7.25e-05,0.129,0.316,120.05,190587,4,2016-12-03T00:00:00Z
540,5qWSWfdX6NciFEyn3Y2723,Like a Ship,Pastor T.L. Barrett and the Youth for Christ Choir,0.405,0.84,8,-8.168,1,0.0334,0.0593,0.0,0.106,0.789,169.596,278680,4,2016-12-03T00:00:00Z
541,72owuO04tFBFbYbGw84tai,Do You Want a Man - Heaven & Hell Remix,William Onyeabor,0.603,0.921,5,-3.555,0,0.0931,0.198,0.00035,0.133,0.816,122.978,145773,4,2016-12-03T00:00:00Z
542,3yNVfRQlUPViUh8O2V9SQn,Just a Friend,Biz Markie,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,238267,4,2016-12-03T00:00:00Z
543,5eg25fBX1YcWSZLefgD682,Rio,Low Cut Connie,0.476,0.957,11,-5.955,1,0.0403,0.136,0.00262,0.0618,0.913,150.834,252853,4,2016-12-03T00:00:00Z
544,0ZQL9lpSUIY85D2nQD7XXN,Lean Woman Blues - 2003 Remaster,T. Rex,0.417,0.75,9,-9.085,1,0.116,0.043,0.000491,0.331,0.58,114.442,182440,1,2016-12-03T00:00:00Z
545,0KQd3QY1Y8zC2rfO4ZBQRC,Mistadobalina,Del The Funky Homosapien,0.85,0.797,10,-7.429,0,0.136,0.0964,8.38e-06,0.34,0.63,99.615,260307,4,2016-12-03T00:00:00Z
546,3XPOwqZH6WsBLn3uURmXQ4,Come On Home,Lijadu Sisters,0.516,0.547,11,-7.851,0,0.0834,0.0796,0.000192,0.0808,0.909,96.864,316867,4,2016-12-03T00:00:00Z
547,4Z5jJyjTdiuwmCcPxN6Fvr,The Bully,Richard Swift,0.746,0.89,11,-8.488,0,0.0397,0.38,0.073,0.284,0.933,129.283,147000,4,2016-12-03T00:00:00Z
548,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,2016-12-03T00:00:00Z
549,0CPwNXw5qD9588d86nropo,This Old Heart Of Mine (Is Weak For You) - Single Version / Mono,The Isley Brothers,0.541,0.649,5,-7.579,1,0.0362,0.348,0.0,0.147,0.905,65.383,175893,4,2016-12-03T00:00:00Z
550,0WpHqVnlbDb49xdPzcbIu8,Catch the Wind,Donovan,0.385,0.306,3,-12.167,1,0.0297,0.452,7.43e-06,0.128,0.546,173.377,173813,3,2016-12-03T00:00:00Z
551,3SgYwNgMYlnl3yODszuWnc,19-2000 - Soulchild Remix,Gorillaz,0.672,0.896,0,-3.986,1,0.0526,0.194,0.0,0.299,0.895,102.045,209387,4,2016-12-03T00:00:00Z
552,6ozxplTAjWO0BlUxN8ia0A,Heaven and Hell,William Onyeabor,0.648,0.905,5,-4.158,0,0.157,0.634,0.281,0.172,0.776,129.747,243053,4,2016-12-03T00:00:00Z
553,2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,205467,4,2016-12-03T00:00:00Z
554,4lJ6YVXQ0jUk5ILu0PSrA4,Ooh La La,Faces,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4,2016-12-03T00:00:00Z
555,3Z6aY997cM7QK28xjEF5EJ,Southern Nights - Remastered Version,Allen Toussaint,0.611,0.361,1,-12.958,1,0.0285,0.797,0.622,0.0823,0.485,85.786,216600,4,2016-12-03T00:00:00Z
556,6PFsub5iIJwrBb8qBRqmiV,Going Back to My Roots,Richie Havens,0.669,0.816,11,-10.759,0,0.0336,0.396,0.0383,0.162,0.881,120.39,303573,4,2016-12-03T00:00:00Z
557,2Mw9lHRbSkcIgSk0DZUzeY,Canto De Ossanha,Jurassic 5,0.797,0.878,7,-6.618,1,0.0375,0.0142,0.777,0.0346,0.894,100.621,259533,4,2016-12-03T00:00:00Z
558,2bfGNzdiRa1jXZRdfssSzR,Dirty Harry,Gorillaz,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,230426,4,2016-12-03T00:00:00Z
559,4aa9YfVVcVO3gQ9rHVHHNu,Outro,Vulfpeck,0.473,0.663,1,-7.036,1,0.0354,0.00149,0.873,0.0874,0.626,152.754,275849,4,2016-12-03T00:00:00Z
560,7zgND5V108SCIwjhLZD6i0,So Far To Go,J Dilla,0.638,0.552,5,-5.377,0,0.0458,0.00716,0.000141,0.306,0.288,90.367,336813,4,2016-12-03T00:00:00Z
561,3zobfMEipF81bJfPVp1h09,Stay in My Corner,The Arcs,0.437,0.689,11,-6.003,0,0.0343,0.0409,0.00824,0.147,0.467,143.451,199160,4,2016-12-03T00:00:00Z
562,0RzhMHIsFMbOGh0oWDvNNK,Waterloo,ABBA,0.441,0.926,2,-4.736,1,0.046,0.423,3.38e-06,0.235,0.779,147.564,168827,4,2016-12-03T00:00:00Z
563,2kUZWllQOPN4f6j4oHgGNc,Please Forgive My Heart,Bobby Womack,0.53,0.51,2,-9.306,1,0.116,0.0611,0.0156,0.105,0.437,136.005,270893,4,2016-12-03T00:00:00Z
564,2qesyq9h4j7R4kx7p9dRTB,The Arc,The Arcs,0.34,0.729,11,-9.401,0,0.0396,0.00086,0.375,0.104,0.553,164.117,232147,4,2016-12-03T00:00:00Z
565,2Er0f1mhO0g1rov9Cdi5Wk,Brasil Pandeiro,Novos Baianos,0.549,0.555,11,-7.144,1,0.0344,0.791,0.000311,0.117,0.876,97.724,235107,4,2016-12-03T00:00:00Z
566,7d8Mpo4qirv4MZ0eJsKUM5,First In Flight,Blackalicious,0.729,0.769,7,-8.803,1,0.232,0.141,4.96e-06,0.281,0.65,108.068,272733,4,2016-12-03T00:00:00Z
567,2tLOOAzvqZ2sarsAN0jTjS,Baron Saturday,The Pretty Things,0.659,0.672,0,-12.431,1,0.068,0.1,0.000665,0.198,0.393,88.444,241467,4,2016-12-03T00:00:00Z
568,7BaDRi8gmRnOducT6KaOfc,Put a Flower in Your Pocket,The Arcs,0.492,0.378,6,-9.288,0,0.037,0.00146,1.29e-05,0.111,0.428,126.402,235320,4,2016-12-03T00:00:00Z
569,6Pe17mnex6IT7C72p00xOj,Look Good In Leather,Cody Chesnutt,0.73,0.864,0,-4.866,1,0.0707,0.248,0.026,0.299,0.968,123.465,235920,4,2016-12-03T00:00:00Z
570,2OgGlK7DqGg86Z5uUxUgGg,Passin' Me By,The Pharcyde,0.758,0.755,4,-8.14,0,0.274,0.0848,1.78e-06,0.232,0.562,87.052,303493,4,2016-12-03T00:00:00Z
571,3SWZ9fHtWMxwkFok5qhhpO,Can You Get To That,Funkadelic,0.689,0.83,8,-8.774,1,0.0954,0.539,0.0,0.0882,0.815,140.732,171560,4,2016-12-03T00:00:00Z
572,2R0MySb9tgrWIv2mttYAYR,Deception,Blackalicious,0.623,0.764,0,-9.492,1,0.251,0.00523,0.156,0.372,0.433,158.319,311760,4,2016-12-03T00:00:00Z
573,1Q8reqCOXg2yqNr47HGo9X,Norgaard,The Vaccines,0.323,0.847,11,-4.716,1,0.0348,5.12e-06,0.0208,0.25,0.859,173.914,98400,4,2016-12-03T00:00:00Z
574,0l27vyqABwOxnsGA1m6Hu6,Between the Devil and the Deep Blue Sea,The Arcs,0.53,0.543,1,-9.005,1,0.0261,0.384,0.888,0.325,0.521,74.68,190373,4,2016-12-03T00:00:00Z
575,0E9qk7eTgy4JIk3JQgeWWz,Would You?,Richard Swift,0.418,0.549,2,-10.752,1,0.0353,0.172,5.46e-05,0.054,0.361,113.62,176040,3,2016-12-03T00:00:00Z
576,3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,369600,4,2016-12-03T00:00:00Z
577,2fiMQ44VojtY1IODTpRlnh,Summer Breeze,The Isley Brothers,0.303,0.63,9,-9.897,0,0.0496,0.15,0.00179,0.134,0.483,155.887,372533,4,2016-12-03T00:00:00Z
578,5v4ovlYAcUI5Kg8vrlSnuK,Heart Of Glass - Special Mix,Blondie,0.661,0.774,4,-8.428,1,0.031,0.013,0.0296,0.185,0.819,114.448,272267,4,2016-12-03T00:00:00Z
579,6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - 2003 Remaster,T. Rex,0.729,0.818,2,-9.992,1,0.0732,0.157,0.284,0.195,0.906,125.814,267000,4,2016-12-03T00:00:00Z
580,6WBzCRqjK96aKBvKiIyiZO,Montego Slay,People Under The Stairs,0.885,0.551,1,-9.794,1,0.24,0.116,0.00864,0.0736,0.66,96.1,238421,4,2016-12-03T00:00:00Z
581,3w2Ca88yfRRHzW9Q4IwXca,Where You At,The Bohicas,0.44,0.922,0,-5.381,1,0.0596,6.23e-05,0.158,0.229,0.694,173.016,168756,4,2016-12-03T00:00:00Z
582,61YLJHPPRYtbwid1WdZEXM,Gotta Understand,Jurassic 5,0.917,0.505,1,-6.406,1,0.289,0.119,0.0,0.0703,0.649,97.092,227000,4,2016-12-03T00:00:00Z
583,5nb0BEZqsmQYseSPJ932K8,Wasting Time,Jack Johnson,0.859,0.663,2,-5.174,1,0.0537,0.0958,0.00374,0.0854,0.528,144.007,230467,4,2016-12-03T00:00:00Z
584,4CWSWqDIiVZIvySp1USvlD,Blessed & Burned,The Arcs,0.355,0.631,9,-10.352,1,0.0726,0.0437,0.0674,0.133,0.389,87.72,270403,4,2016-12-03T00:00:00Z
585,4K3F7Xw7xc80AyWILa150X,Breakdown - feat. Jack Johnson,Handsome Boy Modeling School,0.75,0.643,0,-6.013,1,0.0928,0.354,0.0148,0.388,0.517,80.537,249107,4,2016-12-03T00:00:00Z
586,0NBQB7SAdzOHmNEZSPrR8U,Nothing To It,The New Basement Tapes,0.549,0.737,6,-8.233,1,0.0414,0.082,0.0127,0.162,0.606,120.65,212000,4,2016-12-03T00:00:00Z
587,57sa60SXzxzxcSZogh0j60,70s 80s,Nightmares On Wax,0.764,0.521,7,-11.174,1,0.0937,0.00232,0.000411,0.0751,0.512,174.009,332853,4,2016-12-03T00:00:00Z
588,1OO2Fp9PsnaayiekeXuGJX,Tell Me Something Good,Rufus & Chaka Khan,0.657,0.546,1,-9.738,1,0.269,0.616,0.0,0.226,0.757,73.131,278000,4,2016-12-03T00:00:00Z
589,04iM7Te9lhFf9JJB5xDvOP,In the Summertime,Mungo Jerry,0.754,0.449,4,-14.013,1,0.0615,0.724,0.0,0.162,0.973,82.751,211880,4,2016-12-03T00:00:00Z
590,1j5C6t9MVOUlXFAnUPhdcQ,Halleluhwah - 2011 Remastered,CAN,0.66,0.953,7,-9.006,1,0.0382,0.0704,0.665,0.0842,0.641,92.048,1111600,4,2016-12-03T00:00:00Z
591,3Perbj2lHtQInakz5rJcd6,It's Gonna Be A Good Day,BLO,0.626,0.673,10,-14.125,0,0.0369,0.0235,0.4,0.0961,0.716,100.818,259040,4,2016-12-03T00:00:00Z
592,3Lcd2Puv4ZZRZIYYgk2pcP,High on Your Love,Kings Go Forth,0.588,0.701,0,-3.208,1,0.0364,0.0142,4.83e-05,0.179,0.763,79.577,253653,4,2016-12-03T00:00:00Z
593,6uh8siVtiO7lJwhFeAnavp,Think Twice,J Dilla,0.721,0.309,0,-10.228,1,0.265,0.099,0.0398,0.56,0.313,99.184,232533,4,2016-12-03T00:00:00Z
594,66KcXPDs1hr8T06KvlJCeA,Lebanese Blonde,Thievery Corporation,0.808,0.837,9,-6.583,0,0.046,0.238,0.86,0.0624,0.653,92.002,286906,4,2016-12-03T00:00:00Z
595,0VBNUr0tXN3GaxOjBoB0Es,Just Another Honky,Faces,0.696,0.671,2,-9.246,1,0.0824,0.696,0.0311,0.137,0.325,102.256,214893,4,2016-12-03T00:00:00Z
596,0fDFzVTG8c2fW9EM5f1RHM,Indian Food,Dumbo Gets Mad,0.561,0.895,2,-4.903,1,0.0529,0.766,0.67,0.124,0.634,86.808,213786,4,2016-12-03T00:00:00Z
597,0301nLjG0ti26rx5ZmfqtP,Scenario - LP Mix,A Tribe Called Quest,0.795,0.6,2,-14.004,1,0.341,0.112,0.000171,0.111,0.633,101.78,250133,4,2016-12-03T00:00:00Z
598,714hERk9U1W8FMYkoC83CO,You Sexy Thing,Hot Chocolate,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,244920,4,2016-12-03T00:00:00Z
599,16qzGrIMWoxerw2gnW0zuv,Pink Moon,Nick Drake,0.638,0.256,3,-15.68,1,0.0492,0.819,0.0707,0.145,0.438,82.479,123333,4,2016-12-03T00:00:00Z
600,51XZD1FCrWyU3dDWJH4nzb,Shuggie,Foxygen,0.467,0.645,1,-7.614,0,0.0364,0.101,0.00524,0.144,0.71,127.947,201707,3,2016-12-03T00:00:00Z
601,0jHkgTtTaqg5LNCiYDQPUB,Let's Get It On,Marvin Gaye,0.55,0.611,3,-10.657,1,0.0443,0.0392,0.0,0.0631,0.626,168.512,290960,4,2016-12-03T00:00:00Z
602,4kNDMVmapV76Bdj751l74g,Nobody Knows,Pastor T.L. Barrett and the Youth for Christ Choir,0.376,0.815,8,-9.29,1,0.0609,0.0581,0.00041,0.12,0.729,185.854,390680,4,2016-12-03T00:00:00Z
603,6y6TLb3rwDRxP5I3qK0Py9,Just Like You,Bosley,0.699,0.575,0,-9.034,1,0.0449,0.647,0.376,0.0624,0.861,84.114,295079,4,2016-12-03T00:00:00Z
604,7IY11FxQizL8Mmd0iNF8eS,Freddie's Blues,Hound Dog Taylor,0.437,0.14,2,-18.432,1,0.191,0.859,0.0129,0.368,0.397,80.661,391440,1,2016-12-03T00:00:00Z
605,7oJfkadNBy8J9NQJCWqVz5,A Calf Born In Winter,Khruangbin,0.516,0.388,2,-13.377,1,0.0285,0.567,0.893,0.904,0.485,82.658,209047,4,2016-12-03T00:00:00Z
606,3q8AgabNzK1mPJdI8egIcn,Inspiration Information,Shuggie Otis,0.805,0.38,7,-16.387,1,0.0571,0.0143,0.00974,0.228,0.961,89.658,252200,4,2016-12-03T00:00:00Z
607,5zyySSTcBpXQ8gSbuONRH7,Parking Lot,Anderson .Paak,0.639,0.907,9,-7.85,1,0.0409,0.0128,0.328,0.704,0.696,97.019,234333,4,2016-12-03T00:00:00Z
608,7fLTytvnvxy653VWxflTRf,Stay with Me,Faces,0.458,0.869,9,-8.381,1,0.032,0.0969,0.0596,0.357,0.813,91.39,279360,4,2016-12-03T00:00:00Z
609,2NVaKeIAUZwN5tXnn12EMi,The Breeze,Dr. Dog,0.611,0.538,9,-7.74,1,0.0343,0.76,2.68e-05,0.612,0.319,90.124,239093,4,2016-12-03T00:00:00Z
610,1UldKCuAVbC9cLtHkMzoiR,Virginia Slim,The Arcs,0.511,0.856,6,-7.58,1,0.037,0.0949,0.669,0.0617,0.453,93.494,266844,3,2016-12-03T00:00:00Z
611,1e9UnjTBIssbz5SH9sgqLS,Why Don't You Do It,Little Barrie,0.641,0.55,5,-6.649,1,0.0285,0.592,0.000131,0.331,0.478,80.754,190867,4,2016-12-03T00:00:00Z
612,3fCULruC32uHpryWa2yKRI,Goin' Home,Dan Auerbach,0.415,0.295,9,-11.539,1,0.0346,0.371,0.00545,0.111,0.305,136.046,293987,4,2016-12-03T00:00:00Z
613,6DNvNFhGQvEYbQSKtwewy0,Holy Calamity [Bear Witness II],Handsome Boy Modeling School,0.797,0.983,6,-6.35,1,0.166,0.0346,0.36,0.316,0.374,99.096,241933,4,2016-12-03T00:00:00Z
614,1o6DclZHw0HomxXEQR1ijX,Rock and Roll - Full Length Version; 2015 Remaster,The Velvet Underground,0.494,0.735,5,-8.347,1,0.0345,0.00401,3.14e-06,0.544,0.742,132.526,283000,4,2016-12-03T00:00:00Z
615,08l9WKDuRyGeStQ9ojTlFh,Meet Me in the Bathroom,The Strokes,0.427,0.941,7,-3.973,1,0.0336,6.7e-05,0.89,0.0772,0.587,139.956,176160,4,2016-12-03T00:00:00Z
616,0QvMXCVPXSSWx2NB9ewx6O,Judy In Disguise (With Glasses),John Fred & His Playboy Band,0.629,0.74,3,-8.218,1,0.0572,0.0605,0.124,0.146,0.951,82.046,172493,4,2016-12-03T00:00:00Z
617,5zdMlyk8WchT61ST4F7SZ2,Every Season,Tony Allen,0.759,0.752,5,-6.264,0,0.0906,0.074,7.74e-05,0.0466,0.726,163.856,248400,4,2016-12-03T00:00:00Z
618,2uXkW8uJcOIhlbUatEPLPs,Have Love Will Travel,The Sonics,0.506,0.948,10,-5.626,1,0.105,0.727,0.0,0.0904,0.934,130.195,160400,4,2016-12-03T00:00:00Z
619,4bO5WFLohobaMQDLrhbDEq,Real Desire,Dan Auerbach,0.497,0.647,0,-7.519,1,0.0299,0.191,0.00115,0.0487,0.358,136.049,262987,4,2016-12-03T00:00:00Z
620,3XcuLPQb1LG13ZJEEa6wUI,Build Me Up Buttercup,The Foundations,0.657,0.423,0,-10.465,1,0.0308,0.361,0.0,0.31,0.842,133.612,178533,4,2016-12-03T00:00:00Z
621,3SUusuA9jH1v6PVwtYMbdv,Last Nite,The Strokes,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373,4,2016-12-03T00:00:00Z
622,5S8hcKlrDSvoRx2sChOl6o,We're A Winner,The Impressions,0.618,0.806,7,-10.117,1,0.044,0.669,0.0334,0.386,0.792,100.413,141827,4,2016-12-03T00:00:00Z
623,75HY5nn13wHJgIqDMYBFAU,We're Far Enough from Heaven Now We Can Freak Out (Dirty Virgin),Deep Cotton,0.686,0.78,6,-8.453,0,0.0499,0.108,0.000229,0.246,0.719,144.016,231667,4,2016-12-03T00:00:00Z
